Mod:Item:MetaData, Localized Name
artisanautomation:upgrade_auto_import_fluids, 流体自动输入升级
artisanautomation:upgrade_tool_repair, 工具修复升级
atop:amber_helmet, 琥珀头盔
atop:amber_chestplate, 琥珀胸甲
atop:amber_leggings, 琥珀护腿
atop:amber_boots, 琥珀靴子
atop:amber_shovel, Amber shovel
atop:amber_pickaxe, 琥珀镐
atop:amber_axe, 琥珀斧
atop:amber_hoe, 琥珀锄
atop:amber_sword, 琥珀剑
atop:amethyst_helmet, §d紫晶头盔
atop:amethyst_chestplate, §d紫晶胸甲
atop:amethyst_leggings, §d紫晶护腿
atop:amethyst_boots, §d紫晶靴子
atop:amethyst_shovel, 紫水晶锹
atop:amethyst_pickaxe, 紫水晶镐
atop:amethyst_axe, 紫水晶斧
atop:amethyst_hoe, 紫水晶锄
atop:amethyst_sword, 紫水晶剑
atop:malachite_helmet, 孔雀石头盔
atop:malachite_chestplate, 孔雀石胸甲
atop:malachite_leggings, 孔雀石护腿
atop:malachite_boots, 孔雀石靴子
atop:malachite_shovel, Malachite shovel
atop:malachite_pickaxe, Malachite pickaxe
atop:malachite_axe, Malachite axe
atop:malachite_hoe, Malachite hoe
atop:malachite_sword, Malachite sword
atop:mud_helmet, 泥头盔
atop:mud_chestplate, 泥胸甲
atop:mud_leggings, 泥护腿
atop:mud_boots, 泥靴子
atop:mud_shovel, 泥锹
atop:mud_pickaxe, 泥镐
atop:mud_axe, 泥斧
atop:mud_hoe, 泥锄
atop:mud_sword, 泥剑
atop:peridot_helmet, 橄榄石头盔
atop:peridot_chestplate, 橄榄石胸甲
atop:peridot_leggings, 橄榄石护腿
atop:peridot_boots, 橄榄石靴子
atop:peridot_shovel, 橄榄石锹
atop:peridot_pickaxe, 橄榄石镐
atop:peridot_axe, 橄榄石斧
atop:peridot_hoe, 橄榄石锄
atop:peridot_sword, 橄榄石剑
atop:ruby_helmet, 红宝石头盔
atop:ruby_chestplate, 红宝石胸甲
atop:ruby_leggings, 红宝石护腿
atop:ruby_boots, 红宝石靴子
atop:ruby_shovel, Ruby shovel
atop:ruby_pickaxe, 红宝石镐
atop:ruby_axe, 红宝石斧
atop:ruby_hoe, 红宝石锄
atop:ruby_sword, 红宝石剑
atop:sapphire_helmet, 蓝宝石头盔
atop:sapphire_chestplate, 蓝宝石胸甲
atop:sapphire_leggings, 蓝宝石护腿
atop:sapphire_boots, 蓝宝石靴子
atop:sapphire_shovel, Sapphire
atop:sapphire_pickaxe, 蓝宝石镐
atop:sapphire_axe, 蓝宝石斧
atop:sapphire_hoe, 蓝宝石锄
atop:sapphire_sword, 蓝宝石剑
atop:tanzanite_helmet, 坦桑石头盔
atop:tanzanite_chestplate, 坦桑石胸甲
atop:tanzanite_leggings, 坦桑石护腿
atop:tanzanite_boots, 坦桑石靴子
atop:tanzanite_shovel, 坦桑石锹
atop:tanzanite_pickaxe, 坦桑石镐
atop:tanzanite_axe, 坦桑石斧
atop:tanzanite_hoe, 坦桑石锄
atop:tanzanite_sword, 坦桑石剑
atop:topaz_helmet, 黄玉头盔
atop:topaz_chestplate, 黄玉胸甲
atop:topaz_leggings, 黄玉护腿
atop:topaz_boots, 黄玉靴子
atop:topaz_shovel, 黄玉锹
atop:topaz_pickaxe, 黄玉镐
atop:topaz_axe, 黄玉斧
atop:topaz_hoe, 黄玉锄
atop:topaz_sword, 黄玉剑
akashictome:tome, item.tome.name
psi:material:0, Psi粉
psi:material:1, Psi金属锭
psi:material:2, Psi宝石
psi:material:3, 乌黑色Psi金属锭
psi:material:4, 乳白色Psi金属锭
psi:material:5, 乌黑色物质
psi:material:6, 乳白色物质
psi:cad_assembly:0, 铁质CAD机体
psi:cad_assembly:1, 金质CAD机体
psi:cad_assembly:2, Psi金属CAD机体
psi:cad_assembly:3, 乌黑色Psi金属CAD机体
psi:cad_assembly:4, 乳白色Psi金属CAD机体
psi:cad_assembly:5, 创造版CAD机体
psi:cad_core:0, 基础CAD核心
psi:cad_core:1, 超频CAD核心
psi:cad_core:2, 传导CAD核心
psi:cad_core:3, 极频CAD核心
psi:cad_core:4, 辐射CAD核心
psi:cad_socket:0, 基础CAD弹夹
psi:cad_socket:1, 信号CAD弹夹
psi:cad_socket:2, 大型CAD弹夹
psi:cad_socket:3, 透射CAD弹夹
psi:cad_socket:4, 巨型CAD弹夹
psi:cad_battery:0, 基础CAD电池
psi:cad_battery:1, 扩容CAD电池
psi:cad_battery:2, 超密CAD电池
psi:cad_colorizer_:0, 白色CAD着色器
psi:cad_colorizer_:1, 橙色CAD着色器
psi:cad_colorizer_:2, 品红色CAD着色器
psi:cad_colorizer_:3, 淡蓝色CAD着色器
psi:cad_colorizer_:4, 黄色CAD着色器
psi:cad_colorizer_:5, 黄绿色CAD着色器
psi:cad_colorizer_:6, 粉红色CAD着色器
psi:cad_colorizer_:7, 灰色CAD着色器
psi:cad_colorizer_:8, 淡灰色CAD着色器
psi:cad_colorizer_:9, 青色CAD着色器
psi:cad_colorizer_:10, 紫色CAD着色器
psi:cad_colorizer_:11, 蓝色CAD着色器
psi:cad_colorizer_:12, 棕色CAD着色器
psi:cad_colorizer_:13, 绿色CAD着色器
psi:cad_colorizer_:14, 红色CAD着色器
psi:cad_colorizer_:15, 黑色CAD着色器
psi:cad_colorizer_:16, 全色CAD着色器
psi:cad_colorizer_:17, Psi CAD着色器
psi:spell_bullet:0, 术式子弹
psi:spell_bullet:2, 投射型术式子弹
psi:spell_bullet:4, 循环型术式子弹
psi:spell_bullet:6, 圈阵型术式子弹
psi:spell_bullet:8, 榴弹型术式子弹
psi:spell_bullet:10, 遥控型术式子弹
psi:spell_bullet:12, 地雷型术式子弹
psi:spell_drive, item.spell_drive.name
psi:detonator, item.detonator.name
psi:exosuit_controller, item.exosuit_controller.name
psi:exosuit_sensor:0, 光传感器
psi:exosuit_sensor:1, 水传感器
psi:exosuit_sensor:2, 热传感器
psi:exosuit_sensor:3, 压力传感器
psi:vector_ruler, item.vector_ruler.name
psi:cad, item.cad.name
psi:psimetal_shovel, item.psimetal_shovel.name
psi:psimetal_pickaxe, item.psimetal_pickaxe.name
psi:psimetal_axe, item.psimetal_axe.name
psi:psimetal_sword, item.psimetal_sword.name
psi:psimetal_exosuit_helmet, item.psimetal_exosuit_helmet.name
psi:psimetal_exosuit_chestplate, item.psimetal_exosuit_chestplate.name
psi:psimetal_exosuit_leggings, item.psimetal_exosuit_leggings.name
psi:psimetal_exosuit_boots, item.psimetal_exosuit_boots.name
psi:cad_assembler, tile.cad_assembler.name
psi:programmer, 编程器
psi:psi_decorative:0, Psi粉块
psi:psi_decorative:1, Psi金属块
psi:psi_decorative:2, Psi宝石块
psi:psi_decorative:3, 深色Psi金属板
psi:psi_decorative:4, 深色Psi金属流光板
psi:psi_decorative:5, 亮色Psi金属板
psi:psi_decorative:6, 亮色Psi金属流光板
psi:psi_decorative:7, 乌黑色Psi金属块
psi:psi_decorative:8, 乳白色Psi金属块
eanimod:egg_white, White Egg
eanimod:egg_cream, Tinted Egg
eanimod:egg_creamdark, Brown Egg
eanimod:egg_pink, Brown Egg
eanimod:egg_pinkdark, Brown Egg
eanimod:egg_brown, Brown Egg
eanimod:egg_browndark, Dark Brown Egg
eanimod:egg_blue, Blue Egg
eanimod:egg_greenlight, Green Egg
eanimod:egg_green, Green Egg
eanimod:egg_grey, Grey Egg
eanimod:egg_greygreen, Green Egg
eanimod:egg_olive, Olive Green Egg
eanimod:egg_greendark, Olive Green Egg
eanimod:rawchicken_darksmall, Raw Chicken
eanimod:rawchicken_dark, Raw Chicken
eanimod:rawchicken_darkbig, Raw Chicken
eanimod:cookedchicken_darksmall, Cooked Chicken
eanimod:cookedchicken_dark, Cooked Chicken
eanimod:cookedchicken_darkbig, Cooked Chicken
eanimod:rawchicken_palesmall, Raw Chicken
eanimod:rawchicken_pale, Raw Chicken
eanimod:cookedchicken_palesmall, Cooked Chicken
eanimod:cookedchicken_pale, Cooked Chicken
eanimod:post_acacia, Acacia Post
eanimod:post_birch, Birch Post
eanimod:post_dark_oak, Dark Oak Post
eanimod:post_jungle, Jungle Post
eanimod:post_oak, Oak Post
eanimod:post_spruce, Spruce Post
bitcoin:bitcoin_ore, 比特币矿
bitcoin:bitcoin_block, 比特币方块
bitcoin:block_chain, 区块链
bitcoin:bitcoin, 比特币
bloodarsenal:slate, 石板块
bloodarsenal:blood_infused_wooden_log, 注血木
bloodarsenal:blood_infused_wooden_stairs, 注血木楼梯
bloodarsenal:blood_infused_wooden_fence, 注血木栅栏
bloodarsenal:blood_infused_wooden_fence_gate, 注血木栅栏门
bloodarsenal:blood_stained_glass, 染血玻璃
bloodarsenal:blood_stained_glass_pane, 染血玻璃板
bloodarsenal:blood_torch, 血之火把
bloodarsenal:blood_infused_iron_block, 注血铁块
bloodarsenal:blood_infused_glowstone, 注血荧石
bloodarsenal:glass_shards, 玻璃碎片
bloodarsenal:block_blood_burned_string, 炽血线
bloodarsenal:altare_aenigmatica, 暗秘祭坛
bloodarsenal:stasis_plate, 瘀板
bloodarsenal:blood_capacitor, 鲜血电容器
bloodarsenal:blood_infused_wooden_planks, 注血木板
bloodarsenal:blood_infused_wooden_slab:0, 注血木台阶
bloodarsenal:blood_diamond:0, 血钻
bloodarsenal:blood_diamond:1, 惰性血钻
bloodarsenal:blood_diamond:2, 注血钻石
bloodarsenal:blood_diamond:3, 束缚注血钻石
bloodarsenal:base_item:0, 玻璃碎片
bloodarsenal:base_item:1, 注血木棍
bloodarsenal:base_item:2, 注血荧石粉
bloodarsenal:base_item:3, 惰性血炼铁
bloodarsenal:base_item:4, 血炼铁
bloodarsenal:base_item:5, 瘀板
bloodarsenal:base_item:6, 快泳试剂
bloodarsenal:base_item:7, 末影试剂
bloodarsenal:base_item:8, 闪电试剂
bloodarsenal:base_item:9, 神性试剂
bloodarsenal:blood_burned_string, 炽血线
bloodarsenal:blood_orange, 血橙
bloodarsenal:blood_infused_wooden_pickaxe, 注血木镐
bloodarsenal:blood_infused_wooden_axe, 注血木斧
bloodarsenal:blood_infused_wooden_shovel, 注血木锹
bloodarsenal:blood_infused_wooden_sickle, 注血木镰
bloodarsenal:blood_infused_wooden_sword, 注血木剑
bloodarsenal:blood_infused_iron_pickaxe, 注血铁镐
bloodarsenal:blood_infused_iron_axe, 注血铁斧
bloodarsenal:blood_infused_iron_shovel, 注血铁锹
bloodarsenal:blood_infused_iron_sickle, 注血铁镰
bloodarsenal:blood_infused_iron_sword, 注血铁剑
bloodarsenal:glass_sacrificial_dagger, 玻璃牺牲匕首
bloodarsenal:glass_dagger_of_sacrifice, 玻璃献祭刀
bloodarsenal:gem:0, 牺牲宝石
bloodarsenal:gem:1, 献祭宝石
bloodarsenal:gem:2, 地狱魂石
bloodarsenal:sigil_swimming, 快泳印记
bloodarsenal:sigil_ender, 末影印记
bloodarsenal:sigil_augmented_holding, 扩持印记
bloodarsenal:sigil_lightning, 雷电印记
bloodarsenal:sigil_divinity, 神盾印记
bloodarsenal:sigil_sentience, 感知印记
bloodarsenal:bound_stick, 束缚棒
bloodarsenal:bound_sickle, 束缚镰
bloodarsenal:bound_igniter, 束缚点火器
bloodarsenal:bound_shears, 束缚剪刀
bloodarsenal:stasis_axe, 沉睡斧
bloodarsenal:stasis_pickaxe, 沉睡镐
bloodarsenal:stasis_shovel, 沉睡锹
bloodarsenal:stasis_sword, 沉睡剑
bloodarsenal:modifier_tome, 强化手册
bloodarsenal:warp_blade, 传送剑
bloodarsenal:sacrifice_amulet:0, 献祭项链
bloodarsenal:self_sacrifice_amulet:0, 牺牲项链
bloodarsenal:vampire_ring, 吸血戒指
bloodarsenal:soul_pendant:0, [微小]灵魂垂饰
bloodarsenal:soul_pendant:1, [细块]灵魂垂饰
bloodarsenal:soul_pendant:2, [普通]灵魂垂饰
bloodarsenal:soul_pendant:3, [较大]灵魂垂饰
bloodarsenal:soul_pendant:4, [精致]灵魂垂饰
bloodarsenal:soul_pendant:0, [微小]灵魂垂饰
bloodarsenal:soul_pendant:1, [细块]灵魂垂饰
bloodarsenal:soul_pendant:2, [普通]灵魂垂饰
bloodarsenal:soul_pendant:3, [较大]灵魂垂饰
bloodarsenal:soul_pendant:4, [精致]灵魂垂饰
bloodarsenal:soul_pendant:0, [微小]灵魂垂饰
bloodarsenal:soul_pendant:1, [细块]灵魂垂饰
bloodarsenal:soul_pendant:2, [普通]灵魂垂饰
bloodarsenal:soul_pendant:3, [较大]灵魂垂饰
bloodarsenal:soul_pendant:4, [精致]灵魂垂饰
bloodarsenal:soul_pendant:0, [微小]灵魂垂饰
bloodarsenal:soul_pendant:1, [细块]灵魂垂饰
bloodarsenal:soul_pendant:2, [普通]灵魂垂饰
bloodarsenal:soul_pendant:3, [较大]灵魂垂饰
bloodarsenal:soul_pendant:4, [精致]灵魂垂饰
bloodarsenal:soul_pendant:0, [微小]灵魂垂饰
bloodarsenal:soul_pendant:1, [细块]灵魂垂饰
bloodarsenal:soul_pendant:2, [普通]灵魂垂饰
bloodarsenal:soul_pendant:3, [较大]灵魂垂饰
bloodarsenal:soul_pendant:4, [精致]灵魂垂饰
bloodarsenal:soul_pendant:0, [微小]灵魂垂饰
bloodarsenal:soul_pendant:1, [细块]灵魂垂饰
bloodarsenal:soul_pendant:2, [普通]灵魂垂饰
bloodarsenal:soul_pendant:3, [较大]灵魂垂饰
bloodarsenal:soul_pendant:4, [精致]灵魂垂饰
bonsaitrees:bonsaipot:0, 盆栽盆
bonsaitrees:bonsaipot:1, 漏式盆栽盆
botania:lexicon, item.lexicon.name
botania:petal:0, 白色神秘花瓣
botania:petal:1, 橙色神秘花瓣
botania:petal:2, 品红色神秘花瓣
botania:petal:3, 淡蓝色神秘花瓣
botania:petal:4, 黄色神秘花瓣
botania:petal:5, 黄绿色神秘花瓣
botania:petal:6, 粉红色神秘花瓣
botania:petal:7, 灰色神秘花瓣
botania:petal:8, 淡灰色神秘花瓣
botania:petal:9, 青色神秘花瓣
botania:petal:10, 紫色神秘花瓣
botania:petal:11, 蓝色神秘花瓣
botania:petal:12, 棕色神秘花瓣
botania:petal:13, 绿色神秘花瓣
botania:petal:14, 红色神秘花瓣
botania:petal:15, 黑色神秘花瓣
botania:dye:0, 白色花粉
botania:dye:1, 橙色花粉
botania:dye:2, 品红色花粉
botania:dye:3, 淡蓝色花粉
botania:dye:4, 黄色花粉
botania:dye:5, 黄绿色花粉
botania:dye:6, 粉红色花粉
botania:dye:7, 灰色花粉
botania:dye:8, 淡灰色花粉
botania:dye:9, 青色花粉
botania:dye:10, 紫色花粉
botania:dye:11, 蓝色花粉
botania:dye:12, 棕色花粉
botania:dye:13, 绿色花粉
botania:dye:14, 红色花粉
botania:dye:15, 黑色花粉
botania:pestleandmortar, item.pestleAndMortar.name
botania:twigwand:0, 森林法杖
botania:twigwand:0, 森林法杖
botania:twigwand:0, 森林法杖
botania:twigwand:0, 森林法杖
botania:twigwand:0, 森林法杖
botania:twigwand:0, 森林法杖
botania:twigwand:0, 森林法杖
botania:twigwand:0, 森林法杖
botania:twigwand:0, 森林法杖
botania:twigwand:0, 森林法杖
botania:twigwand:0, 森林法杖
botania:twigwand:0, 森林法杖
botania:twigwand:0, 森林法杖
botania:twigwand:0, 森林法杖
botania:twigwand:0, 森林法杖
botania:twigwand:0, 森林法杖
botania:manaresource:0, 魔力钢锭
botania:manaresource:1, 魔力珍珠
botania:manaresource:2, 魔力钻石
botania:manaresource:3, 活木枝
botania:manaresource:4, 泰拉钢锭
botania:manaresource:5, 盖亚之魂
botania:manaresource:6, 红石根
botania:manaresource:7, 源质钢锭
botania:manaresource:8, 精灵尘
botania:manaresource:9, 龙石
botania:manaresource:11, 合成占位符
botania:manaresource:12, 红线
botania:manaresource:13, 梦之木棍
botania:manaresource:14, 盖亚魂锭
botania:manaresource:15, 瓶装末地空气
botania:manaresource:16, 蕴魔丝线
botania:manaresource:17, 魔钢粒
botania:manaresource:18, 泰拉钢粒
botania:manaresource:19, 源质钢粒
botania:manaresource:22, 魔源布匹
botania:manaresource:23, 魔力尘
botania:lens:0, 魔力透镜
botania:lens:1, 魔力透镜：速度
botania:lens:2, 魔力透镜：强度
botania:lens:3, 魔力透镜：阻力
botania:lens:4, 魔力透镜：效率
botania:lens:5, 魔力透镜：反射
botania:lens:6, 魔力透镜：引力
botania:lens:7, 魔力透镜：挖掘
botania:lens:8, 魔力透镜：伤害
botania:lens:9, 魔力透镜：虚化
botania:lens:10, 魔力透镜：磁化
botania:lens:11, 魔力透镜：爆炸
botania:lens:12, 魔力透镜：推力
botania:lens:13, 魔力透镜：重力
botania:lens:14, 魔力透镜：涂色
botania:lens:15, 魔力透镜：引燃
botania:lens:16, 魔力透镜：力量
botania:lens:17, 魔力透镜：闪光
botania:lens:18, 魔力透镜：传送
botania:lens:19, 魔力透镜：变向
botania:lens:20, 魔力透镜：喜庆
botania:lens:21, 魔力透镜：闪耀
botania:lens:22, 魔力透镜：信使
botania:lens:23, 魔力透镜：绊线
botania:rune:0, 水之符文
botania:rune:1, 火之符文
botania:rune:2, 地之符文
botania:rune:3, 风之符文
botania:rune:4, 春之符文
botania:rune:5, 夏之符文
botania:rune:6, 秋之符文
botania:rune:7, 冬之符文
botania:rune:8, 魔力符文
botania:rune:9, 欲望符文
botania:rune:10, 暴食符文
botania:rune:11, 贪婪符文
botania:rune:12, 懒惰符文
botania:rune:13, 暴怒符文
botania:rune:14, 嫉妒符文
botania:rune:15, 傲慢符文
botania:manatablet, item.manaTablet.name
botania:managun, item.manaGun.name
botania:manacookie, item.manaCookie.name
botania:fertilizer, item.fertilizer.name
botania:grassseeds:0, 草地之种
botania:grassseeds:1, 寒地之种
botania:grassseeds:2, 菌丝孢子
botania:grassseeds:3, 干草之种
botania:grassseeds:4, 黄金草种
botania:grassseeds:5, 鲜草之种
botania:grassseeds:6, 焦土草种
botania:grassseeds:7, 注魔草种
botania:grassseeds:8, 异变草种
botania:dirtrod, item.dirtRod.name
botania:terraformrod, item.terraformRod.name
botania:grasshorn:0, 狂野号角
botania:grasshorn:1, 林冠号角
botania:grasshorn:2, 雪原号角
botania:manamirror, item.manaMirror.name
botania:manasteelhelm, item.manasteelHelm.name
botania:manasteelhelmreveal, item.manasteelHelmReveal.name
botania:manasteelchest, item.manasteelChest.name
botania:manasteellegs, item.manasteelLegs.name
botania:manasteelboots, item.manasteelBoots.name
botania:manasteelpick, item.manasteelPick.name
botania:manasteelshovel, item.manasteelShovel.name
botania:manasteelaxe, item.manasteelAxe.name
botania:manasteelsword, item.manasteelSword.name
botania:manasteelshears, item.manasteelShears.name
botania:terrasteelhelm, item.terrasteelHelm.name
botania:terrasteelhelmreveal, item.terrasteelHelmReveal.name
botania:terrasteelchest, item.terrasteelChest.name
botania:terrasteellegs, item.terrasteelLegs.name
botania:terrasteelboots, item.terrasteelBoots.name
botania:terrasword, item.terraSword.name
botania:tinyplanet, item.tinyPlanet.name
botania:manaring, item.manaRing.name
botania:auraring, item.auraRing.name
botania:manaringgreater, item.manaRingGreater.name
botania:auraringgreater, item.auraRingGreater.name
botania:travelbelt, item.travelBelt.name
botania:knockbackbelt, item.knockbackBelt.name
botania:icependant, item.icePendant.name
botania:lavapendant, item.lavaPendant.name
botania:magnetring, item.magnetRing.name
botania:waterring, item.waterRing.name
botania:miningring, item.miningRing.name
botania:terrapick, item.terraPick.name
botania:divacharm, item.divaCharm.name
botania:flighttiara:0, 天翼族之冠
botania:flighttiara:1, 天翼族之冠
botania:flighttiara:2, 天翼族之冠
botania:flighttiara:3, 天翼族之冠
botania:flighttiara:4, 天翼族之冠
botania:flighttiara:5, 天翼族之冠
botania:flighttiara:6, 天翼族之冠
botania:flighttiara:7, 天翼族之冠
botania:flighttiara:8, 天翼族之冠
botania:enderdagger, item.enderDagger.name
botania:quartz:0, 烟熏石英
botania:quartz:1, 魔力石英
botania:quartz:2, 烈焰石英
botania:quartz:3, 熏香石英
botania:quartz:4, 红色石英
botania:quartz:5, 精灵石英
botania:quartz:6, 金黄石英
botania:waterrod, item.waterRod.name
botania:elementiumhelm, item.elementiumHelm.name
botania:elementiumhelmreveal, item.elementiumHelmReveal.name
botania:elementiumchest, item.elementiumChest.name
botania:elementiumlegs, item.elementiumLegs.name
botania:elementiumboots, item.elementiumBoots.name
botania:elementiumpick, item.elementiumPick.name
botania:elementiumshovel, item.elementiumShovel.name
botania:elementiumaxe, item.elementiumAxe.name
botania:elementiumsword, item.elementiumSword.name
botania:elementiumshears, item.elementiumShears.name
botania:openbucket, item.openBucket.name
botania:spawnermover, item.spawnerMover.name
botania:pixiering, item.pixieRing.name
botania:supertravelbelt, item.superTravelBelt.name
botania:rainbowrod, item.rainbowRod.name
botania:tornadorod, item.tornadoRod.name
botania:firerod, item.fireRod.name
botania:vineball, item.vineBall.name
botania:slingshot, item.slingshot.name
botania:manabottle, item.manaBottle.name
botania:laputashard:0, 拉普达碎片
botania:laputashard:4, 拉普达碎片
botania:laputashard:9, 拉普达碎片
botania:laputashard:14, 拉普达碎片
botania:laputashard:19, 拉普达碎片
botania:virus:0, 僵尸病毒
botania:virus:1, 骷髅病毒
botania:reachring, item.reachRing.name
botania:skydirtrod, item.skyDirtRod.name
botania:itemfinder, item.itemFinder.name
botania:superlavapendant, item.superLavaPendant.name
botania:enderhand, item.enderHand.name
botania:glasspick, item.glassPick.name
botania:spark, item.spark.name
botania:sparkupgrade:0, 火花升级：弥散
botania:sparkupgrade:1, 火花升级：聚集
botania:sparkupgrade:2, 火花升级：扩散
botania:sparkupgrade:3, 火花升级：隔绝
botania:diviningrod, item.diviningRod.name
botania:gravityrod, item.gravityRod.name
botania:manainkwell, item.manaInkwell.name
botania:vial:0, 魔法玻璃小瓶
botania:vial:1, 精灵玻璃烧瓶
botania:brewvial, item.brewVial.name
botania:brewflask, item.brewFlask.name
botania:bloodpendant, item.bloodPendant.name
botania:missilerod, item.missileRod.name
botania:holycloak, item.holyCloak.name
botania:unholycloak, item.unholyCloak.name
botania:balancecloak, item.balanceCloak.name
botania:craftinghalo, item.craftingHalo.name
botania:blacklotus:0, 黑莲花
botania:blacklotus:1, 暗黑莲花
botania:monocle, item.monocle.name
botania:clip, item.clip.name
botania:cobblerod, item.cobbleRod.name
botania:smeltrod, item.smeltRod.name
botania:worldseed, item.worldSeed.name
botania:spellcloth, item.spellCloth.name
botania:thornchakram:0, 荆棘飞轮
botania:thornchakram:1, 闪耀飞轮
botania:overgrowthseed, item.overgrowthSeed.name
botania:craftpattern:0, 合成模板#1：1x1
botania:craftpattern:1, 合成模板#2：2x2
botania:craftpattern:2, 合成模板#3：1x2
botania:craftpattern:3, 合成模板#4：2x1
botania:craftpattern:4, 合成模板#5：1x3
botania:craftpattern:5, 合成模板#6：3x1
botania:craftpattern:6, 合成模板#7：2x3
botania:craftpattern:7, 合成模板#8：3x2
botania:craftpattern:8, 合成模板#9：圈形
botania:ancientwill:0, 艾琳的意志
botania:ancientwill:1, 达洛克的意志
botania:ancientwill:2, 古赞的意志
botania:ancientwill:3, 托拉格的意志
botania:ancientwill:4, 威拉克的意志
botania:ancientwill:5, 卡瑞的意志
botania:corporeaspark:0, 多媒体火花
botania:corporeaspark:1, 主媒体火花
botania:livingwoodbow, item.livingwoodBow.name
botania:crystalbow, item.crystalBow.name
botania:cosmetic:0, 黑领结
botania:cosmetic:1, 黑领带
botania:cosmetic:2, 红眼镜
botania:cosmetic:3, 蓬松围巾
botania:cosmetic:4, 工程师护目镜
botania:cosmetic:5, 眼罩
botania:cosmetic:6, 中二眼罩
botania:cosmetic:7, 红丝带
botania:cosmetic:8, 粉花蕾
botania:cosmetic:9, 斑点蝴蝶结
botania:cosmetic:10, 蓝蝴蝶
botania:cosmetic:11, 猫耳
botania:cosmetic:12, 魔女别针
botania:cosmetic:13, 恶魔尾巴
botania:cosmetic:14, 神威之眼
botania:cosmetic:15, 青蛙眼
botania:cosmetic:16, 四叶草
botania:cosmetic:17, 时钟之眼
botania:cosmetic:18, 独角兽之角
botania:cosmetic:19, 恶魔尖角
botania:cosmetic:20, 十字头饰
botania:cosmetic:21, 植物学家徽章
botania:cosmetic:22, 远古面具
botania:cosmetic:23, 怪异面具
botania:cosmetic:24, 外星人天线
botania:cosmetic:25, 红蓝眼镜
botania:cosmetic:26, 橙色墨镜
botania:cosmetic:27, 大鼻子面具
botania:cosmetic:28, 浓眉毛
botania:cosmetic:29, 盾牌
botania:cosmetic:30, 小土豆面具
botania:cosmetic:31, 任务人标志
botania:cosmetic:32, 思考姿态
botania:swapring, item.swapRing.name
botania:flowerbag, item.flowerBag.name
botania:phantomink, item.phantomInk.name
botania:poolminecart, item.poolMinecart.name
botania:pinkinator, item.pinkinator.name
botania:infinitefruit, item.infiniteFruit.name
botania:kingkey, item.kingKey.name
botania:flugeleye, item.flugelEye.name
botania:thorring, item.thorRing.name
botania:odinring, item.odinRing.name
botania:lokiring, item.lokiRing.name
botania:dice, item.dice.name
botania:keepivy, item.keepIvy.name
botania:blackholetalisman:0, 黑洞护符
botania:recordgaia1, item.recordGaia1.name
botania:recordgaia2, item.recordGaia2.name
botania:temperancestone:0, 节制之石
botania:incensestick, item.incenseStick.name
botania:terraaxe, item.terraAxe.name
botania:waterbowl, item.waterBowl.name
botania:obediencestick, item.obedienceStick.name
botania:cacophonium, item.cacophonium.name
botania:slimebottle:0, 史莱姆罐子
botania:starsword, item.starSword.name
botania:exchangerod, item.exchangeRod.name
botania:magnetringgreater, item.magnetRingGreater.name
botania:thundersword, item.thunderSword.name
botania:manaweavehelm, item.manaweaveHelm.name
botania:manaweavechest, item.manaweaveChest.name
botania:manaweavelegs, item.manaweaveLegs.name
botania:manaweaveboots, item.manaweaveBoots.name
botania:autocraftinghalo, item.autocraftingHalo.name
botania:gaiahead, item.gaiaHead.name
botania:sextant, item.sextant.name
botania:speedupbelt, item.speedUpBelt.name
botania:baublebox, item.baubleBox.name
botania:dodgering, item.dodgeRing.name
botania:invisibilitycloak, item.invisibilityCloak.name
botania:cloudpendant, item.cloudPendant.name
botania:supercloudpendant, item.superCloudPendant.name
botania:thirdeye, item.thirdEye.name
botania:astrolabe, item.astrolabe.name
botania:goddesscharm, item.goddessCharm.name
botania:flower:0, 白色神秘花
botania:flower:1, 橙色神秘花
botania:flower:2, 品红色神秘花
botania:flower:3, 淡蓝色神秘花
botania:flower:4, 黄色神秘花
botania:flower:5, 黄绿色神秘花
botania:flower:6, 粉红色神秘花
botania:flower:7, 灰色神秘花
botania:flower:8, 淡灰色神秘花
botania:flower:9, 青色神秘花
botania:flower:10, 紫色神秘花
botania:flower:11, 蓝色神秘花
botania:flower:12, 棕色神秘花
botania:flower:13, 绿色神秘花
botania:flower:14, 红色神秘花
botania:flower:15, 黑色神秘花
botania:altar:0, 花药台
botania:altar:1, 森林花药台
botania:altar:2, 平原花药台
botania:altar:3, 高山花药台
botania:altar:4, 菌丝花药台
botania:altar:5, 沼泽花药台
botania:altar:6, 沙漠花药台
botania:altar:7, 雪原花药台
botania:altar:8, 高原花药台
botania:livingrock:0, 活石
botania:livingrock:1, 活石砖
botania:livingrock:2, 苔活石砖
botania:livingrock:3, 裂活石砖
botania:livingrock:4, 框边活石砖
botania:livingwood:0, 活木
botania:livingwood:1, 活木板
botania:livingwood:2, 苔活木板
botania:livingwood:3, 框边活木板
botania:livingwood:4, 框纹活木板
botania:livingwood:5, 微光活木
botania:specialflower:0, 白雏菊
botania:specialflower:0, 魔力星
botania:specialflower:0, 火红莲
botania:specialflower:0, 水绣球
botania:specialflower:0, 炽玫瑰
botania:specialflower:0, 阿卡纳蔷薇
botania:specialflower:0, 咀叶花
botania:specialflower:0, 热爆花
botania:specialflower:0, 贪食花
botania:specialflower:0, 彼方兰
botania:specialflower:0, 粘球草
botania:specialflower:0, 斑斓花
